Abhiruchi,500,South Indian,Bhubaneswar,Chandrasekharpur,Casual Dining,7am :330pm|530pm :1030pm,Good,3.7,174
Curry Nation,450,Bengali|Oriya|North Indian,Bhubaneswar,Chandrasekharpur,none,1145am :1030pm,Good,3.9,110
Venus Premium,600,North Indian|Chinese|Oriya,Bhubaneswar,Chandrasekharpur,Casual Dining,11am :3pm|7pm :10pm,Average,3.4,125
Bapu Restaurant,300,Chinese|North Indian,Bhubaneswar,Sahid Nagar,Casual Dining,11am :1030pm,Good,3.6,150
Cream & Spicy,200,Bakery|Desserts,Bhubaneswar,Jagmohan Nagar,Bakery,1030am :10pm,Good,3.7,66
Sania snacks,200,Fast Food,Bhubaneswar,Patia,Quick Bites,11am :10pm|5pm :10pm,Good,3.9,144
Mom's Place,300,North Indian,Bhubaneswar,Patia,Quick Bites,10am :10pm,Good,3.9,91
Maharaja Hotel and Restaurant,800,North Indian,Bhubaneswar,Sahid Nagar,Casual Dining,11am :11pm,Good,3.5,133
Sizzling Hub,500,Chinese|North Indian,Bhubaneswar,Surya Nagar,Casual Dining,11am :1030pm,Good,3.7,82
Hide Away Restro and Cafe,300,North Indian|Tea,Bhubaneswar,Unit 4,Casual Dining,9am :10pm,Very Good,4,102
Food Junction,300,Fast Food|Chinese|North Indian,Bhubaneswar,Khandagiri,Quick Bites,12noon :1030pm,Good,3.7,95
The Great Babylon,600,North Indian|Fast Food,Bhubaneswar,Khandagiri,Casual Dining,1030am :1030pm,Good,3.7,149
DFC,400,Fast Food,Bhubaneswar,Sahid Nagar,Quick Bites,10am :11pm,Poor,2.3,145
Shree Lal Food Plaza,200,North Indian|South Indian|Chinese,Bhubaneswar,Khandagiri,Casual Dining,8am :10pm,Good,3.7,51
Pushpak Restaurant,200,Oriya,Bhubaneswar,Khandagiri,Quick Bites,8am :11pm,Average,3.4,89
Maa Matihandi Mutton,250,North Indian,Bhubaneswar,Chandrasekharpur,Quick Bites,11am :3pm|7pm :10pm,Very Good,4,180
Indian Fried Chicken,500,Fast Food,Bhubaneswar,Patia,Quick Bites,11am :1030pm,Average,3.3,166
Hashtag,350,North Indian|Fast Food,Bhubaneswar,Patia,Quick Bites,11am :11pm,Good,3.6,80
Food Junction,500,North Indian|Chinese|Fast Food|South Indian,Bhubaneswar,Bapuji Nagar,Food Court,8am :11pm,Average,2.7,135
The Klove,800,North Indian|Chinese,Bhubaneswar,Jagmohan Nagar,Casual Dining,11am :1030pm,Good,3.6,121
Just Momos,200,Fast Food|Chinese|Momos,Bhubaneswar,Patia,Quick Bites,10am :10pm,Good,3.6,143
Chennai Raja's Dosa House,100,South Indian,Bhubaneswar,Unit 4,Quick Bites,7am :1030pm,Good,3.7,78
Vicky's Restaurant,200,North Indian|Chinese,Bhubaneswar,Jatni,Quick Bites,1130am :1030pm,None,NEW,NEW
Refresh Live,250,Beverages|Bakery|Burger|Cafe Food|Sandwich,Bhubaneswar,Nayapalli,Quick Bites,9am :1030pm,Good,3.5,75
Flaming Wok,500,Chinese,Bhubaneswar,Jagmohan Nagar,Casual Dining,1130am :1030pm,Good,3.8,147
QDOBA,200,North Indian|Chinese|Fast Food,Bhubaneswar,Patia,Quick Bites,5pm :10pm,Good,3.9,98
Cinnabon,300,Cafe|Coffee|Beverages|Desserts,Bhubaneswar,Sahid Nagar,Café,11am :1030pm,Very Good,4.1,72
Roll Junction,300,Fast Food,Bhubaneswar,Sahid Nagar,Quick Bites,5pm :10pm,Good,3.5,140
Cafe Coffee Day,650,Cafe|Fast Food,Bhubaneswar,Jayadev Vihar,Café,24,Good,3.6,96
Sri Radhe Radhe Pure Veg Restaurant,400,North Indian,Bhubaneswar,Nayapalli,Casual Dining,1130am :1030pm,Average,3.4,121
Global Belly - Hotel Seetal,950,North Indian|Continental|Oriya,Bhubaneswar,Hotel Seetal-- Sahid Nagar,Casual Dining,12noon :3pm|7pm :1030pm,Good,3.9,122
KFCC,400,Fast Food|North Indian|Chinese,Bhubaneswar,Kalinga Nagar,Quick Bites,1130am :1030pm,Good,3.5,103
Confetti - Hotel Marrion,250,Desserts,Bhubaneswar,New Marrion Hotel-- Kharabela Nagar,Dessert Parlor,830am :11pm,Very Good,4,63
Viswam Multi Cuisine Restaurant,700,North Indian,Bhubaneswar,Bapuji Nagar,Casual Dining,10am :10pm,Average,3.4,73
Tangy Tomato,300,Fast Food|Chinese|North Indian,Bhubaneswar,Chandrasekharpur,Quick Bites,1130am :4pm|6pm :1030pm,Good,3.5,38
Omm Sai Ram Fast Food,200,Fast Food|Chinese,Bhubaneswar,Chandrasekharpur,Quick Bites,2pm :11pm,Average,3.4,138
Celebrations Marwari Rasoi,200,South Indian|Fast Food,Bhubaneswar,Patia,Quick Bites,8am :2pm|4pm :10pm,Good,3.8,104
Hayat Biryani,300,Biryani|North Indian,Bhubaneswar,Patia,Quick Bites,12noon :10pm,Good,3.6,93
Misky's Sweet N Sour,500,Fast Food|Mithai,Bhubaneswar,Chandrasekharpur,Dessert Parlor,730am :1030pm,Good,3.8,110
Hydrabadi Biryani House,200,North Indian|Chinese,Bhubaneswar,Jatni,Quick Bites,1230pm :930pm,Average,3.2,24
Mellony,1000,North Indian|Thai|Chinese|Continental,Bhubaneswar,Patia,Bar,12noon :330pm|7pm :1030pm,Good,3.9,122
Gabbar Da Adda,500,North Indian,Bhubaneswar,Kalinga Nagar,Quick Bites,NA,Good,3.7,103
The London Shakes,300,Pizza|Cafe|Desserts,Bhubaneswar,Patia,Quick Bites,1030am :1030pm,Good,3.9,67
Hunger Club,400,American|Italian|Continental,Bhubaneswar,Lakshmi Sagar,Quick Bites,12noon :10pm,Good,3.8,52
Culinary Project,500,Chinese|Continental,Bhubaneswar,Patia,Casual Dining,12noon :11pm,Good,3.7,86
Namaste Jee,300,North Indian|Chinese,Bhubaneswar,Ashok Nagar,Quick Bites,12noon :430pm|730pm :1030pm,Good,3.5,76
Hyderi Couizine,400,Hyderabadi,Bhubaneswar,Patia,Casual Dining,11am :1030pm,Average,3.4,107
Just a Minute,500,Fast Food,Bhubaneswar,Chandrasekharpur,Quick Bites,11am :4pm|7pm :11pm,Average,3.3,132
Kohinoor Restaurant,500,Biryani|Chinese,Bhubaneswar,Patia,Quick Bites,1130am :1030pm,Average,3,97
Han Dynasty,500,Chinese,Bhubaneswar,Jayadev Vihar,Quick Bites,1030am :1030pm,Good,3.7,75
Cookies Premium,200,Bakery|Fast Food,Bhubaneswar,Sahid Nagar,Bakery,10am :10pm,Average,2.8,73
Biriyanisthan,300,Mughlai|North Indian,Bhubaneswar,Chandrasekharpur,Quick Bites,1130am :330pm|7pm :11pm,Good,3.6,80
Food City,500,North Indian|Chinese,Bhubaneswar,Ashok Nagar,Quick Bites,1030am :930pm,Average,3.3,68
Firangi Mithai,250,Bakery,Bhubaneswar,Sahid Nagar,Bakery,830am :1030pm,Good,3.6,68
Royal Biryani King,250,North Indian|Chinese,Bhubaneswar,Jagmohan Nagar,Quick Bites,12noon :330pm|6pm :1030pm,None,NEW,NEW
Chicken Adda,400,Fast Food|Sandwich|North Indian|Juices|Indian|Desserts|Burger,Bhubaneswar,Surya Nagar,Quick Bites,11am :10pm,Average,3.4,45
Dominique Restaurants,300,Continental|Chinese,Bhubaneswar,Patia,Quick Bites,1230pm :1030pm,Good,3.9,29
Squish Chinese Food Court,400,Bakery,Bhubaneswar,Bapuji Nagar,Bakery,1115am :1015pm,Average,3.3,11
Swaadistham,100,North Indian|Chinese|Italian,Bhubaneswar,Jagmohan Nagar,none,11am :1030pm,None,NEW,NEW
Feel Light,300,North Indian,Bhubaneswar,Baramunda,none,9am :1030pm,Average,2.8,71
The Cake Room,200,Bakery,Bhubaneswar,Nayapalli,Bakery,11am :9pm,Good,3.7,78
Bonfire,500,Italian|Fast Food,Bhubaneswar,Kharabela Nagar,Quick Bites,11am :11pm,Average,3.4,124
Fainting Bulls,500,Thai|Chinese,Bhubaneswar,Patia,Casual Dining,12noon :3pm|6pm :10pm,Good,3.8,36
New South Indian Restaurant,350,South Indian,Bhubaneswar,Bapuji Nagar,Casual Dining,630am :1030pm,Good,3.7,93
Laziz,400,North Indian|Biryani|Chinese|Rolls,Bhubaneswar,Chandrasekharpur,Casual Dining,11am :1030pm,Average,3.3,61
Stone House,400,Fast Food,Bhubaneswar,Sahid Nagar,Quick Bites,1030am :1030pm,Good,3.5,63
Born South,300,South Indian,Bhubaneswar,Patia,Quick Bites,830am :10pm,Good,3.8,64
NH99,500,North Indian,Bhubaneswar,Khandagiri,Café,10am :10pm,Good,3.6,82
The Chakhana.com,500,North Indian|Chinese,Bhubaneswar,Khandagiri,Casual Dining,1130am :330pm|530pm :1030pm,Good,3.5,44
The Anchor's Kafe,350,Cafe|Momos,Bhubaneswar,Kharabela Nagar,Café,11am :10pm,Average,3.3,108
Namaste Reloaded,300,Chinese|North Indian,Bhubaneswar,Jagmohan Nagar,Quick Bites,11am :1030pm,Good,3.6,93
Paris Bakery,300,Bakery|Fast Food,Bhubaneswar,Jayadev Vihar,Bakery,8am :10pm,Good,3.7,54
1360 The Green Ville,700,North Indian|Chinese|Fast Food,Bhubaneswar,Patia,Casual Dining,11am :330pm|7pm :1030pm,Good,3.8,34
Eclipse -The Hangout Zone,600,South Indian|North Indian|Fast Food|Chinese,Bhubaneswar,Chandrasekharpur,Quick Bites,6am :11pm,Average,3.3,85
Hotel Landmark,500,North Indian|Chinese|Kebab,Bhubaneswar,Jatni,Casual Dining,9am :10pm,None,NEW,NEW
Home Made,250,North Indian,Bhubaneswar,Patia,none,8am :2pm|5pm :1030pm,Good,3.8,91
Biriyani On Call,200,Biryani|Chinese,Bhubaneswar,Jatni,Quick Bites,12noon :930pm,Average,3.4,26
Hotel Blue Berry,300,North Indian|Chinese,Bhubaneswar,Bapuji Nagar,Quick Bites,1130am :1130pm,Average,3.4,32
Indian Food Bowl,300,Oriya|North Indian,Bhubaneswar,Patia,Quick Bites,7am :10pm,Average,3.4,83
Z Spicy Roll,200,Rolls,Bhubaneswar,Jayadev Vihar,none,3pm :10pm,Good,3.8,66
Hotel Kaberi,400,North Indian,Bhubaneswar,Lakshmi Sagar,Quick Bites,11am :1030pm,Good,3.6,51
Pattropoda.com,700,North Indian|Chinese|Mughlai,Bhubaneswar,Baramunda,Casual Dining,730am :1030pm,Good,3.5,69
Hotel Blue Heaven,500,North Indian|Chinese,Bhubaneswar,Chandrasekharpur,Casual Dining,12noon :330pm|7pm :1030pm,Good,3.7,91
Kebaabs - Hotel Hindustan International,1400,Mughlai|Kebab,Bhubaneswar,Hotel Hindustan International-- Kharabela Nagar,Fine Dining,1230pm :330pm|7pm :11pm,Good,3.8,90
City Grills,400,Continental|Healthy Food,Bhubaneswar,Chandrasekharpur,none,12noon :4pm|6pm :10pm,Good,3.9,56
Maa Dakshinakali Hotel,150,North Indian|Fast Food,Bhubaneswar,Nayapalli,Quick Bites,8am :11am|1230pm :330pm|5pm :1030pm...,Average,3.4,42
Taste of China,500,Chinese,Bhubaneswar,Sahid Nagar,Quick Bites,12noon :10pm,Good,3.8,36
BJ's Tandoor Delights,450,North Indian|Biryani,Bhubaneswar,Chandrasekharpur,Quick Bites,Closed|630pm :1030pm,Good,3.8,84
Smart Dhaba,500,North Indian,Bhubaneswar,Patia,Casual Dining,10am :11pm,Average,3,85
Kuk-Doo-Koo,250,Fast Food,Bhubaneswar,Kharabela Nagar,Quick Bites,1230pm :11pm,Good,3.6,85
Monginis Cake Shop,200,Bakery,Bhubaneswar,Kharabela Nagar,Bakery,8am :10pm,Good,3.5,39
Kolkata Rolls,400,Rolls,Bhubaneswar,Gajapati Nagar,Quick Bites,10am :1030pm,Average,3,72
Hotel Tarini Cottage,300,Fast Food,Bhubaneswar,Chandrasekharpur,Quick Bites,12noon :330pm|6pm :1030pm,Good,3.6,54
Chick Blast,450,Fast Food,Bhubaneswar,Jagmohan Nagar,Quick Bites,11am :1030pm,Good,3.6,76
Sizzler Multicuisine Restaurant,400,North Indian|Chinese,Bhubaneswar,Sahid Nagar,Quick Bites,,Good,3.6,66
Alina Hub,450,Seafood|North Indian,Bhubaneswar,Sahid Nagar,Quick Bites,12noon :4pm|7pm :1030pm,Good,3.6,37
Momore,300,Chinese|Thai|Momos,Bhubaneswar,Khandagiri,Quick Bites,11am :1030pm,Average,2.7,79
Devdas Fast Food,300,Fast Food|North Indian|Chinese,Bhubaneswar,Baramunda,Quick Bites,11am :10pm,Average,3.1,34
Shree Kunj Restaurant,400,South Indian|North Indian|Fast Food,Bhubaneswar,Jayadev Vihar,Quick Bites,8am :10pm,Average,2.5,64
Bon Appetite,400,Oriya|Bengali,Bhubaneswar,Sahid Nagar,Casual Dining,1pm :1030pm,Average,3.4,71
The Ben:Box,300,North Indian|Chinese,Bhubaneswar,Kharabela Nagar,none,11am :1030pm,Average,3.3,36
Food On Fire,200,Fast Food,Bhubaneswar,Forest Park,Quick Bites,11am :330pm|630pm :1030pm,Average,3.4,41
Thali Junction,200,North Indian|Biryani,Bhubaneswar,Jayadev Vihar,Casual Dining,12noon :3pm|6pm :1030pm,Average,3.3,23
Cafelicious,350,Cafe,Bhubaneswar,Patrapada,Café,10am :10pm,Average,3.4,41
Khalo Ji,400,North Indian|Chinese,Bhubaneswar,BMC Bhawani Mall-- Sahid Nagar,Quick Bites,11am :10pm,Good,3.6,44
Hot N Spices,250,North Indian|Chinese,Bhubaneswar,Patrapada,Quick Bites,12noon :4pm|530pm :1030pm,Average,2.6,23
Momo's,200,Chinese,Bhubaneswar,Kharabela Nagar,Quick Bites,11am :10pm,Good,3.5,31
Rock D Roll,200,North Indian|Chinese,Bhubaneswar,Patia,Quick Bites,1230pm :10pm,Average,3.3,30
Urban Tadka,800,Continental|Chinese|Mughlai|North Indian,Bhubaneswar,Patia,Casual Dining,1030am :1030pm,Good,3.6,50
WTF- What The Food,250,Mexican|Italian|North Indian|Chinese,Bhubaneswar,Patia,Quick Bites,1pm :730pm,Average,2.7,63
Foodocoaster,250,North Indian|Chinese,Bhubaneswar,BJB Nagar,Casual Dining,1230pm :1030pm,Good,3.5,29
Madhuban Restaurant,350,North Indian|Chinese,Bhubaneswar,Patia,Quick Bites,11am :1030pm,Average,2.7,59
The Hungry Hippo,200,Bengali|North Indian|Chinese,Bhubaneswar,Jatni,Quick Bites,7am :930pm,None,NEW,NEW
Roja Fast Food,200,Mughlai|North Indian,Bhubaneswar,Unit 4,Quick Bites,12noon :10pm,Good,3.6,55
Bengali Food Cuisine,200,Street Food,Bhubaneswar,Patia,Kiosk,10am :9pm,Average,3.3,45
Ghass Fhuss,0,Chinese|Pizza|North Indian|Biryani|Cafe,Bhubaneswar,Bapuji Nagar,Quick Bites,11am :1030pm,Good,3.7,61
Kasturi Restaurant,300,North Indian|Chinese,Bhubaneswar,Kharabela Nagar,Quick Bites,11am :330pm|7pm :10pm,Good,3.5,56
The Lassi Pub,150,Beverages|Desserts,Bhubaneswar,Patia,Beverage Shop,11am :930pm|4pm :930pm,None,NEW,NEW
New Aroma,600,South Indian|Continental|Chinese|North Indian,Bhubaneswar,BJB Nagar,Casual Dining,630am :11pm,Average,2.9,117
Regal-Ghar Aangan,400,North Indian|Chinese|Mughlai,Bhubaneswar,Patia,Casual Dining,12noon :1030pm,Good,3.6,45
Lucknow Kitchen,200,Biryani,Bhubaneswar,Sahid Nagar,Quick Bites,1230pm :4pm,None,NEW,NEW
Sriyaram Sweets,200,Mithai,Bhubaneswar,Chandrasekharpur,Quick Bites,730am :1030pm,Good,3.6,58
Mukharuchi,250,Mithai,Bhubaneswar,Sahid Nagar,Quick Bites,11am :3pm|430pm :10pm,Good,3.8,61
Swad Sagar,600,North Indian|Chinese,Bhubaneswar,Nayapalli,Casual Dining,1030am :1030pm,Average,2.6,75
Capital Taste,300,North Indian|Chinese,Bhubaneswar,Sahid Nagar,Quick Bites,1130am :1030pm,Good,3.5,25
THE KONNECT CAFE,400,Cafe,Bhubaneswar,Sahid Nagar,Café,1130am :9pm,Average,2.9,56
Black Spiny,200,Biryani|Chinese,Bhubaneswar,Khandagiri,Food Truck,1130am :330pm|5pm :10pm|5pm :...,Average,2.9,71
Sardarjee Restaurant 2,300,North Indian,Bhubaneswar,Patia,Quick Bites,10am :10pm,None,NEW,NEW
Mr.Biriyani,300,North Indian|Biryani,Bhubaneswar,Chandrasekharpur,Quick Bites,1130am :330pm|530pm :10pm,Good,3.5,41
Rolls On Wheels,200,Rolls,Bhubaneswar,Patia,none,5pm :10pm,Good,3.6,50
Paradise Nandhha,400,South Indian,Bhubaneswar,Lakshmi Sagar,Quick Bites,8am :3pm|6pm :1030pm,Average,3.4,54
Nirmalaya,250,South Indian,Bhubaneswar,Kalinga Nagar,Quick Bites,7am :1pm|4pm :9pm,Average,3.2,54
Chopsticks Restro Cafe,500,Cafe|Chinese|Fast Food,Bhubaneswar,Rasulgarh,Café,11am :10pm,Good,3.5,20
The Classy Biryani Kingdom,250,North Indian|Chinese,Bhubaneswar,Jayadev Vihar,Quick Bites,12noon :330pm|6pm :10pm,Average,3,24
Hangout Eat & Drinks,250,North Indian|Fast Food,Bhubaneswar,Patia,Quick Bites,1030am :2pm|4pm :1030pm,Average,2.8,51
Mio Amore,200,Fast Food|Bakery|Desserts,Bhubaneswar,Patia,Bakery,8am :10pm,Average,3.3,53
The Royal Kitchen,250,North Indian|Chinese,Bhubaneswar,Patia,Quick Bites,830am :930pm,Good,3.6,15
Bikram Betal,500,North Indian|Chinese,Bhubaneswar,Chandrasekharpur,Quick Bites,1130am :10pm,Average,3.1,9
Zaika,400,North Indian|Chinese,Bhubaneswar,Kharabela Nagar,Quick Bites,11am :3pm|7pm :1030pm,Average,3.3,21
Biryani & More,400,Biryani,Bhubaneswar,Chandrasekharpur,Quick Bites,1230pm :3pm|7pm :1030pm,Good,3.6,62
Cookies- The Cake Cafe,500,Cafe|Bakery,Bhubaneswar,Khandagiri,Café,830am :930pm,Average,3.2,18
Hungrill Last Exit,250,Chinese|Mexican|Sandwich|Burger,Bhubaneswar,Kharabela Nagar,Quick Bites,430pm :10pm,Average,3.2,30
Hotel Stellar,500,North Indian,Bhubaneswar,Patia,Casual Dining,1130am :1030pm|1045am...,Average,3.4,42
Taste of Orissa,300,Oriya,Bhubaneswar,Sahid Nagar,Quick Bites,8am :4pm,Average,3.2,41
ASIA SEVEN,300,Chinese,Bhubaneswar,Patrapada,Quick Bites,11am :1030pm,Good,3.6,21
Burnt,300,Fast Food,Bhubaneswar,Patia,Food Court,12noon :10pm,Good,3.8,40
Rice Bowl,550,Chinese|North Indian,Bhubaneswar,Ashok Nagar,Casual Dining,1130am :10pm,Good,3.7,34
Giani,250,Desserts,Bhubaneswar,Sahid Nagar,Quick Bites,11am :11pm,Good,3.9,81
Amaravathi Bistro,300,South Indian,Bhubaneswar,Sahid Nagar,Quick Bites,10am :1030pm,Average,2.9,36
Palash Pakhuda,200,Indian|Chinese,Bhubaneswar,Kalinga Nagar,Quick Bites,12noon :3pm|4pm :10pm,Good,3.6,16
Debaballhava,400,North Indian|Chinese,Bhubaneswar,Patia,Quick Bites,1130am :1030pm,Average,3.3,43
Spice N Ice,500,Fast Food|North Indian|South Indian,Bhubaneswar,Sahid Nagar,Quick Bites,11am :10pm,Average,2.8,22
Il Tavolino,700,Pizza,Bhubaneswar,Kharabela Nagar,none,11am :10pm,Average,2.8,32
Poonams Kitchen,100,North Indian,Bhubaneswar,Kharabela Nagar,Quick Bites,8am :10pm,Average,3.3,9
Biriyani Darbar & Chinese Fast Food,350,Biryani|North Indian|Rolls|Chinese,Bhubaneswar,Patia,Quick Bites,1130am :10pm,Average,3.4,28
Arun Ice Cream,100,Ice Cream|Desserts,Bhubaneswar,Chandrasekharpur,Dessert Parlor,930am :1030pm,Good,3.9,17
Mitha & Pitha,250,Oriya|Mithai,Bhubaneswar,Chandrasekharpur,Sweet Shop,9am :10pm,Good,3.5,10
Satkaar,500,North Indian|Chinese,Bhubaneswar,Jayadev Vihar,Quick Bites,12noon :330pm|7pm :1030pm,Good,3.5,67
Juice Mania,150,Juices|Sandwich,Bhubaneswar,Baramunda,Beverage Shop,830am :130pm|330pm :10pm,Average,3.4,16
Kasturi Premium,300,North Indian|Chinese,Bhubaneswar,Patia,Quick Bites,11am :430pm|7pm :1030pm,Good,3.6,36
So Yummy,200,Chinese|Mexican|North Indian,Bhubaneswar,Kharabela Nagar,none,4pm :11pm,Good,3.8,71
Kafil's,700,North Indian|Chinese|Mughlai|Biryani|Fast Food,Bhubaneswar,Chandrasekharpur,Casual Dining,12noon :330pm|6pm :10pm,Average,3.2,53
Vanakkam,400,South Indian,Bhubaneswar,Patia,Quick Bites,7am :10pm,Average,3.3,38
Richie's Fastfood & Restaurant,250,North Indian|Chinese,Bhubaneswar,Surya Nagar,Quick Bites,12noon :1030pm,Average,3.4,17
Times of Biryani,300,Biryani,Bhubaneswar,Chandrasekharpur,none,11am :1030pm,Average,3.2,10
Desi Tadka,200,North Indian|Chinese,Bhubaneswar,Jagmohan Nagar,Quick Bites,12noon :10pm,Average,3.1,14
Shree Ganesh Food Plaza,100,Bakery|Ice Cream,Bhubaneswar,Jatni,Bakery,10am :10pm,None,NEW,NEW
Not Only Paranthas,400,North Indian|Lebanese,Bhubaneswar,Patia,Quick Bites,1130am :1030pm,Average,3.4,40
Barabati Restaurant,500,Cuisine Varies,Bhubaneswar,Jayadev Vihar,Quick Bites,12noon :330pm|7pm :10pm,Average,3.4,31
Cake Studio,300,Bakery,Bhubaneswar,Lakshmi Sagar,Bakery,10am :8pm,Average,3.3,23
Hotel Royal,200,Fast Food,Bhubaneswar,Chandrasekharpur,Quick Bites,1130am :1030pm,Average,3,42
T2H Foods,500,Healthy Food,Bhubaneswar,Kalinga Nagar,Quick Bites,12noon :3pm|7pm :1030pm,Good,3.5,25
Baskin Robbins,200,Ice Cream,Bhubaneswar,Sahid Nagar,Dessert Parlor,10am :10pm,Average,3.3,8
Marwari Rasoi's Chaat Center,200,Street Food,Bhubaneswar,Patia,Quick Bites,10am :930pm|11am...,Good,3.6,21
Desi Biryani,250,Biryani,Bhubaneswar,Khandagiri,Quick Bites,12noon :10pm,Average,2.8,56
Darjeeling Maggi House,100,Fast Food,Bhubaneswar,Patia,Quick Bites,830am :10pm,Good,3.5,25
Mahima Juice,100,Juices,Bhubaneswar,Chandrasekharpur,Beverage Shop,10am :10pm,None,NEW,NEW
Freshkicho,100,Chinese,Bhubaneswar,Patia,Quick Bites,9am :10pm,Average,3.2,12
Wow Kitchen,250,North Indian|Chinese,Bhubaneswar,Jayadev Vihar,Quick Bites,1130am :4pm|6pm :10pm,None,NEW,NEW
Red Crab Restaurant,300,North Indian|Chinese,Bhubaneswar,Nayapalli,Quick Bites,12noon :10pm,Average,3.2,13
Hotel Grand Central,800,North Indian|Chinese|Continental,Bhubaneswar,Lakshmi Sagar,Casual Dining,1130am :3pm|330pm :7pm|730pm :1030pm...,Average,3.2,19
The Junglee Restaurant,500,North Indian|Chinese|Mughlai,Bhubaneswar,Surya Nagar,Quick Bites,1130am :330pm|530pm :1030pm,Average,3.1,6
Kwality Wall's,150,Ice Cream,Bhubaneswar,Hotel Pushpak-- Lakshmi Sagar,Dessert Parlor,11am :10pm,Good,3.6,18
Big Bites,150,North Indian|Chinese,Bhubaneswar,Patrapada,Quick Bites,330pm :1030pm,Average,3.3,42
Maa Durga Ropali Chaat,100,Street Food,Bhubaneswar,Sahid Nagar,Quick Bites,4pm :10pm,Average,3.4,14
Hot Meals,100,Bihari,Bhubaneswar,Patia,Quick Bites,4pm :10pm,Average,3.4,30
Royal Fast Food,200,Fast Food|Mughlai,Bhubaneswar,Patia,Quick Bites,12noon :10pm,Average,3.1,13
Khaaema,300,North Indian|Chinese,Bhubaneswar,Patia,Quick Bites,1130am :10pm,Average,2.8,16
Jam Pot,150,North Indian|Fast Food|Beverages,Bhubaneswar,Jagmohan Nagar,Quick Bites,9am :1130am|12noon :330pm|5pm :10pm...,Average,3.4,21
Kasbaa - Pal Heights,800,Finger Food,Bhubaneswar,Pal Heights-- Jayadev Vihar,Bar,1230pm :1030pm,Good,3.5,35
Petoo,400,North Indian,Bhubaneswar,Patia,Quick Bites,11am :1030pm,Good,3.5,13
Venus Multicuisine Restaurant,600,North Indian,Bhubaneswar,Surya Nagar,Casual Dining,1130am :1030pm,Good,3.6,22
MS Gog,300,North Indian|Chinese,Bhubaneswar,Nayapalli,Quick Bites,11am :10pm,Good,3.6,47
Hotel Sony,250,North Indian|Chinese|South Indian,Bhubaneswar,Baramunda,Quick Bites,12noon :330pm|7pm :10pm,Average,3.4,30
Bhumi Food Corner,250,North Indian|Chinese,Bhubaneswar,Jagmohan Nagar,Quick Bites,9am :3pm|5pm :1030pm,Average,3.4,19
Prem Bhai Biriyani,300,North Indian|Mughlai,Bhubaneswar,Chandrasekharpur,Quick Bites,5pm :10pm,Good,3.5,34
Badshah Barbeque and Biryani,100,Mughlai|Indian|Chinese,Bhubaneswar,Chandrasekharpur,Quick Bites,430pm :1030pm,Average,3.4,13
Balaji Sweets,200,Mithai,Bhubaneswar,Jagmohan Nagar,Sweet Shop,10am :9pm,Average,3.2,22
Royal Biryani Garden,200,North Indian|Fast Food|Biryani,Bhubaneswar,Patrapada,Quick Bites,1230pm :3pm|7pm :11pm,Average,3.4,44
Jhanvi's Delight,400,North Indian|Chinese|Oriya,Bhubaneswar,Patia,Casual Dining,1130am :330pm|7pm :1030pm,Average,3.1,36
Foodi..z Veg,200,Fast Food,Bhubaneswar,BJB Nagar,Quick Bites,530pm :1030pm,Good,3.5,19
Biryani Republic,200,Biryani|Indian,Bhubaneswar,Jayadev Vihar,none,12noon :3pm|7pm :10pm,Average,3.4,25
Etori,800,North Indian|Chinese,Bhubaneswar,BJB Nagar,Casual Dining,1230pm :1030pm,Average,2.9,17
Food Street,400,Fast Food,Bhubaneswar,Patia,Quick Bites,12noon :1030pm,Good,3.5,20
Wai Wai City,400,Fast Food|Chinese,Bhubaneswar,BMC Bhawani Mall-- Sahid Nagar,Quick Bites,11am :10pm,Average,2.6,23
Vishwaâ€™s Kitchen,200,Fast Food|North Indian,Bhubaneswar,Jayadev Vihar,Quick Bites,9am :1030pm,Average,3.4,18
Lucky Dum Biriyani,200,Biryani|Mughlai,Bhubaneswar,Sahid Nagar,Quick Bites,11am :10pm,Average,3.4,23
Biriyani House,300,North Indian|Chinese,Bhubaneswar,Lakshmi Sagar,Quick Bites,12noon :3pm|730pm :930pm,None,NEW,NEW
Moriesh Cafe,200,Chinese|Momos,Bhubaneswar,Patia,Quick Bites,10am :10pm,Average,3.3,26
Hunger's Hut,300,Indian|Fast Food,Bhubaneswar,Surya Nagar,Quick Bites,1030am :330pm|630pm :1030pm,Average,3.2,8
Devs Fastfood,200,Chinese|Fast Food|Biryani|Sandwich|North Indian|Rolls,Bhubaneswar,Patia,Quick Bites,12noon :3pm|530pm :1030pm,Good,3.6,25
Tasty Tasty Green Chilly,200,Biryani|Chinese,Bhubaneswar,Jatni,Quick Bites,12noon :10pm,Average,3.3,19
Priya Fastfood and Hotel,300,North Indian|Chinese,Bhubaneswar,Nayapalli,Quick Bites,12noon :330pm|6pm :1030pm,Not rated,-,-
Bengal Kitchen,300,Fast Food,Bhubaneswar,Unit 4,Quick Bites,6pm :10pm,Average,3.4,25
Smack Momos,200,Tibetan|Momos,Bhubaneswar,Rasulgarh,Quick Bites,4pm :10pm,Average,2.8,15
Nimapada Sweets,100,Desserts,Bhubaneswar,Baramunda,Dessert Parlor,8am :10pm,Good,3.5,32
Payal Fast Food,200,Fast Food,Bhubaneswar,Jagmohan Nagar,Quick Bites,10am :1030pm,Good,3.5,22
